"Rank","Player","Team","Bye","POS","ESPN","RTSports","MFL","Fantrax","FFC","Sleeper","AVG"
"397","Nick Fitzgerald","QB44","292","","","","","","292.0"
"398","Eddie Lacy","RB101","294","","","","","","294.0"
"399","Martellus Bennett","TE52","295","","","","","","295.0"
"400","Carson Palmer","QB45","298","","","","","","298.0"
"401","Kellen Clemens","QB46","300","","","","","","300.0"
"402","Deon Cain","PHI","10","WR130","1000","","","300","","","650.0"
"403","Blair Walsh","K41","301","","","","","","301.0"
"404","Ameer Abdullah","CAR","7","RB102","302","","","","","","302.0"
"405","John Kuhn","RB103","303","","","","","","303.0"
"406","Myles Gaskin","MIA","5","RB104","938","","","310","","","624.0"
"407","Doug Martin","RB105","769","","","311","","","540.0"
"408","Danny Woodhead","RB106","313","","","","","","313.0"
"409","DeMarco Murray","RB107","314","","","","","","314.0"
"410","Russell Shepard","WR131","350","","","410","","","380.0"
"411","Jace Sternberger","PIT","7","TE53","315","","","","","","315.0"
"412","Anthony Sherman","RB108","316","","","","","","316.0"
"413","Hayden Hurst","ATL","9","TE54","997","","","316","","","656.5"
"414","Nick Folk","NE","10","K42","318","","","","","","318.0"
"415","De'Anthony Thomas","WR132","319","","","","","","319.0"
"416","Taywan Taylor","WR133","535","","","319","","","427.0"
"417","Derek Watt","PIT","7","RB109","320","","","","","","320.0"
"418","","1","","","","320","","","320.0"
"419","Jamaal Charles","RB110","321","","","","","","321.0"
"420","Isaac Zico","WR134","","","","321","","","321.0"
"421","Kenny Britt","WR135","322","","","","","","322.0"
"422","Chad Beebe","WR136","942","","","322","","","632.0"
"423","Diontae Johnson","PIT","7","WR137","994","","","323","","","658.5"
"424","Sam Ficken","TEN","11","K43","324","","","","","","324.0"
"425","Alex Collins","SEA","11","RB111","475","","","324","","","399.5"
"426","Demetrius Harris","ARI","12","TE55","325","","","","","","325.0"
"427","Devontae Booker","NYG","11","RB112","943","","","325","","","634.0"
"428","Chris Johnson","RB113","326","","","","","","326.0"
"429","Jaron Brown","ARI","12","WR138","940","","","326","","","633.0"
"430","Michael Hoomanawanui","TE56","327","","","","","","327.0"
"431","Corey Clement","DAL","8","RB114","986","","","328","","","657.0"
"432","Bilal Powell","RB115","1000","","","329","","","664.5"
"433","James 'Shaughnessy","JAC","10 O","TE57","330","","","","","","330.0"
"434","Eric Decker","WR139","331","","","","","","331.0"
"435","Joshua Dobbs","PIT","7","QB47","406","","","371","","","388.5"
"436","Brandon LaFell","WR140","332","","","","","","332.0"
"437","Brent Celek","TE58","334","","","","","","334.0"
"438","Spencer Ware","RB116","626","","","335","","","480.5"
"439","Louis Murphy","WR141","336","","","","","","336.0"
"440","Kyle Juszczyk","SF","4","RB117","970","","","336","","","653.0"
"441","Roberto Aguayo","K44","337","","","","","","337.0"
"442","Kendrick Bourne","NE","10","WR142","467","","","337","","","402.0"
"443","Zach Zenner","RB118","476","","","338","","","407.0"
"444","Dalton Schultz","DAL","8","TE59","339","","","","","","339.0"
"445","Devin Gray","WR143","","","","339","","","339.0"
"446","Lucky Whitehead","WR144","480","","","340","","","410.0"
"447","Nick Rose","K45","341","","","","","","341.0"
"448","Ryan Griffin","NYJ","4 ","TE60","342","","","","","","342.0"
"449","Kelvin McKnight","WR145","343","","","","","","343.0"
"450","Ryan Izzo","TEN","11","TE61","344","","","","","","344.0"
"451","Darren McFadden","RB119","345","","","","","","345.0"
"452","Keelan Cole Sr.","NYJ","4","WR146","867","","","345","","","606.0"
"453","Lance Kendricks","TE62","347","","","","","","347.0"
"454","Alonzo Harris","RB120","","","","348","","","348.0"
"455","Pharoh Cooper","NYG","11","WR147","348","","","","","","348.0"
"456","Terry Godwin","JAC","10","WR148","349","","","","","","349.0"
"457","Chester Rogers","TEN","11 ","WR149","684","","","349","","","516.5"
"458","Joe Banyard","RB121","","","","350","","","350.0"
"459","Virgil Green","TE63","351","","","","","","351.0"
"460","Jordan Matthews","SF","4","WR150","663","","","351","","","507.0"
"461","Xavier Grimble","BAL","8","TE64","352","","","","","","352.0"
"462","Ed Dickson","TE65","353","","","","","","353.0"
"463","Jarius Wright","WR151","966","","","353","","","659.5"
"464","Seth Roberts","WR152","688","","","354","","","521.0"
"465","Andre Roberts","LAC","12","WR153","355","","","","","","355.0"
"466","John Ursua","SEA","11","WR154","356","","","","","","356.0"
"467","Tajae Sharpe","ATL","9","WR155","880","","","356","","","618.0"
"468","C.J. Ham","MIN","12","RB122","357","","","","","","357.0"
"469","Laquon Treadwell","JAC","10","WR156","455","","","358","","","406.5"
"470","Kai Forbath","LAR","9","K46","359","","","","","","359.0"
"471","Isaiah McKenzie","BUF","6","WR157","578","","","359","","","468.5"
"472","Matt Cassel","QB48","360","","","","","","360.0"
"473","Drew Lock","DEN","10","QB49","947","","","360","","","653.5"
"474","Adam Shaheen","MIA","5","TE66","361","","","","","","361.0"
"475","Randy Bullock","TEN","11","K47","873","","","361","","","617.0"
"476","Travis Coons","K48","362","","","","","","362.0"
"477","Kapri Bibbs","RB123","582","","","362","","","472.0"
"478","Jaeden Graham","ATL","9","TE67","363","","","","","","363.0"
"479","Chris Matthews","WR158","587","","","363","","","475.0"
"480","Ray-Ray McCloud","PIT","7","WR159","364","","","","","","364.0"
"481","Jordan Wilkins","TEN","11","RB124","1000","","","364","","","682.0"
"482","Algernon Brown","RB125","365","","","","","","365.0"
"483","Kelvin Benjamin","WR160","366","","","","","","366.0"
"484","Mike Wallace","WR161","367","","","","","","367.0"
"485","Zach Pascal","IND","6","WR162","793","","","367","","","580.0"
"486","Patrick Murray","K49","368","","","","","","368.0"
"487","Aaron Ripkowski","RB126","369","","","","","","369.0"
"488","Tim Patrick","DEN","10","WR163","654","","","369","","","511.5"
"489","Rhett Ellison","TE68","370","","","","","","370.0"
"490","Byron Pringle","KC","12","WR164","371","","","","","","371.0"
"491","Aldrick Robinson","WR165","576","","","372","","","474.0"
"492","Don Jackson","RB127","373","","","","","","373.0"
"493","Trevor Davis","WR166","375","","","","","","375.0"
"494","Tra Carson","RB128","376","","","","","","376.0"
"495","Ryan Tannehill","TEN","11","QB50","954","","","376","","","665.0"
"496","Brandon Bolden","NE","10","RB129","377","","","","","","377.0"
"497","Julius Thomas","TE69","378","","","","","","378.0"
"498","Dri Archer","RB130","","","","378","","","378.0"
"499","Teddy Bridgewater","DEN","10","QB51","379","","","","","","379.0"
"500","C.J. Beathard","JAC","10","QB52","490","","","379","","","434.5"
"501","Caleb Sturgis","K50","380","","","","","","380.0"
"502","Elliott Fry","CIN","9","K51","","","","380","","","380.0"
"503","Matt Jones","RB131","382","","","","","","382.0"
"504","Reggie Bonnafon","WAS","10","RB132","980","","","382","","","681.0"
"505","Jeremy Sprinkle","DAL","8","TE70","383","","","","","","383.0"
"506","Chris Ivory","RB133","549","","","383","","","466.0"
"507","Zach Line","RB134","384","","","","","","384.0"
"508","Braxton Miller","WR167","385","","","","","","385.0"
"509","John Phillips","TE71","386","","","","","","386.0"
"510","Jordan Scarlett","MIA","5","RB135","1000","","","386","","","693.0"
"511","Zach Gentry","PIT","7","TE72","387","","","","","","387.0"
"512","Andy Jones","NYG","11","WR168","388","","","","","","388.0"
"513","Jaydon Mickens","JAC","10","WR169","921","","","388","","","654.5"
"514","Matthew Slater","NE","10","WR170","389","","","","","","389.0"
"515","Corey Acosta","K52","","","","390","","","390.0"
"516","Orleans Darkwa","RB136","391","","","","","","391.0"
"517","Olamide Zaccheaus","ATL","9","WR171","","","","391","","","391.0"
"518","Hunter Sharp","WR172","870","","","392","","","631.0"
"519","Geno Smith","SEA","11","QB53","393","","","","","","393.0"
"520","Jacob Dolegala","QB54","","","","393","","","393.0"
"521","Dwayne Washington","NO","9","RB137","394","","","","","","394.0"
"522","Terrelle Pryor Sr.","WR173","468","","","394","","","431.0"
"523","Mike Tolbert","RB138","395","","","","","","395.0"
"524","Tremon Smith","HOU","10","CB1","396","","","","","","396.0"
"525","Jordan Veasy","HOU","10","WR174","","","","396","","","396.0"
"526","Austin Carr","WR175","398","","","","","","398.0"
"527","Devonte Boyd","WR176","","","","398","","","398.0"
"528","Levine Toilolo","NYG","11","TE73","399","","","","","","399.0"
"529","Andy Janovich","CLE","7","RB139","400","","","","","","400.0"
"530","Derek Carrier","LV","","TE74","401","","","","","","401.0"
"531","DeAndre Carter","WAS","10","WR177","494","","","401","","","447.5"
"532","Matt McCrane","K53","402","","","","","","402.0"
"533","Marcedes Lewis","GB","11","TE75","403","","","","","","403.0"
"534","Paxton Lynch","QB55","485","","","403","","","444.0"
"535","Jamize Olawale","DAL","8","RB140","404","","","","","","404.0"
"536","Joe Webb III","QB56","405","","","","","","405.0"
"537","DeAndre Washington","RB141","1000","","","405","","","702.5"
"538","Danny Vitale","RB142","407","","","","","","407.0"
"539","Tim Tebow","TE76","","","","408","","","408.0"
"540","Alex Erickson","CAR","7","WR178","408","","","","","","408.0"
"541","Tom Savage","QB57","409","","","","","","409.0"
"542","Cairo Santos","CHI","6","K54","410","","","","","","410.0"
"543","Robert Tonyan","GB","11","TE77","411","","","","","","411.0"
"544","Andrew Franks","K55","412","","","","","","412.0"
"545","Mark Walton","RB143","1000","","","412","","","706.0"
"546","Devin Smith","WR179","413","","","","","","413.0"
"547","Matt Moore","QB58","414","","","","","","414.0"
"548","Charles Clay","TE78","425","","","435","","","430.0"
"549","Darius Slayton","NYG","11","WR180","731","","","414","","","572.5"
"550","Andre Ellington","RB144","965","","","415","","","690.0"
"551","Aaron Hernandez","TE79","","","","417","","","417.0"
"552","Tommy Sweeney","BUF","6","TE80","417","","","","","","417.0"
"553","Ashton Dulin","IND","6","WR181","418","","","","","","418.0"
"554","Troy Fumagalli","NE","10","TE81","419","","","","","","419.0"
"555","Chris Blewitt","CLE","7","K56","420","","","","","","420.0"
"556","C.J. Prosise ","RB145","984","","","420","","","702.0"
"557","Marlon Brown","WR182","","","","421","","","421.0"
"558","Elijhaa Penny","NYG","11","RB146","421","","","","","","421.0"
"559","Chandler Cox","RB147","422","","","","","","422.0"
"560","Josh liver","BAL","8 O","TE82","969","","","422","","","695.5"
"561","Bisi Johnson","MIN","12","WR183","423","","","","","","423.0"
"562","Shane Smith","RB148","424","","","","","","424.0"
"563","Ty Johnson","NYJ","4","RB149","1000","","","425","","","712.5"
"564","Quincy Adeboyejo","WR184","426","","","","","","426.0"
"565","Johnny Manziel","QB59","","","","427","","","427.0"
"566","DeShone Kizer","QB60","427","","","","","","427.0"
"567","Chad Kelly","QB61","428","","","","","","428.0"
"568","Mike Boone","DEN","10","RB150","976","","","428","","","702.0"
"569","Samaje Perine","CIN","9","RB151","429","","","","","","429.0"
"570","Tyrod Taylor","HOU","10","QB62","464","","","429","","","446.5"
"571","Deon Yelder","NYG","11","TE83","430","","","","","","430.0"
"572","Will Grier","DAL","8","QB63","746","","","430","","","588.0"
"573","Darrius Heyward-Bey","WR185","432","","","","","","432.0"
"574","AJ McCarron","ATL","9","QB64","460","","","432","","","446.0"
"575","Ryan Mallett","QB65","433","","","","","","433.0"
"576","Kevin White","NO","9","WR186","841","","","433","","","637.0"
"577","Patrick DiMarco","RB152","434","","","","","","434.0"
"578","Cooper Rush","DAL","8","QB66","446","","","434","","","440.0"
"579","Jacquizz Rodgers","RB153","435","","","","","","435.0"
"580","Alize Mack","TE84","436","","","","","","436.0"
"581","Blaine Gabbert","TB","7","QB67","710","","","436","","","573.0"
"582","Nick Boyle","BAL","8","TE85","437","","","","","","437.0"
"583","Justin Watson","TB","7","WR187","562","","","437","","","499.5"
"584","Nick O'Leary","TE86","438","","","","","","438.0"
"585","Roosevelt Nix","RB154","439","","","","","","439.0"
"586","Brock Osweiler","QB68","440","","","","","","440.0"
"587","Drew Stanton","QB69","441","","","","","","441.0"
"588","Josh Adams","RB155","442","","","","","","442.0"
"589","Bryce Love","RB156","1000","","","442","","","721.0"
"590","Cameron Meredith","WR188","443","","","","","","443.0"
"591","Cullen Gillaspia","NYG","11","RB157","444","","","","","","444.0"
"592","Rodney Adams","NYJ","4","WR189","445","","","","","","445.0"
"593","Chase Daniel","LAC","12","QB70","447","","","","","","447.0"
"594","T.J. Yates","QB71","448","","","","","","448.0"
"595","Tim Boyle","DET","5","QB72","449","","","","","","449.0"
"596","J.J. Nelson","IND","6","WR190","450","","","","","","450.0"
"597","Jonathan Stewart","RB158","451","","","","","","451.0"
"598","Javon Wims","WR191","452","","","","","","452.0"
"599","Khalfani Muhammad","RB159","453","","","","","","453.0"
"600","Dwayne Harris","WR192","454","","","","","","454.0"
"601","Coby Fleener","TE87","456","","","","","","456.0"
"602","Taquan Mizzell","NYG","11","RB160","457","","","","","","457.0"
"603","Keith Kirkwood","CAR","7","WR193","458","","","","","","458.0"
"604","Josh Johnson","BAL","8","QB73","461","","","","","","461.0"
"605","Elijah Holyfield","CIN","9","RB161","462","","","","","","462.0"
"606","Torrey Smith","WR194","463","","","","","","463.0"
"607","D.J. Foster","RB162","465","","","","","","465.0"
"608","Kamar Aiken","WR195","466","","","","","","466.0"
"609","E.J. Manuel","QB74","469","","","","","","469.0"
"610","Jacob Hollister","JAC","10","TE88","470","","","","","","470.0"
"611","Garrett Dickerson","TE89","471","","","","","","471.0"
"612","Eli Rogers","WR196","472","","","","","","472.0"
"613","Chad Henne","KC","12","QB75","473","","","","","","473.0"
"614","Braxton Berrios","NYJ","4","WR197","474","","","","","","474.0"
"615","Pierre Garcon","WR198","477","","","","","","477.0"
"616","Luke Willson","TE90","478","","","","","","478.0"
"617","Akeem Hunt","RB163","479","","","","","","479.0"
"618","Noah Brown","DAL","8","WR199","481","","","","","","481.0"
"619","Daniel Brown","NYJ","4","TE91","482","","","","","","482.0"
"620","Jerell Adams","TE92","483","","","","","","483.0"
"621","Eric Tomlinson","BAL","8","TE93","484","","","","","","484.0"
"622","Isaac Whitney","ARI","12","WR200","486","","","","","","486.0"
"623","LeShun Daniels","RB164","487","","","","","","487.0"
"624","Connor Cook","QB76","488","","","","","","488.0"
"625","John Kelly","CLE","7","RB165","489","","","","","","489.0"
"626","Jeremy Hill","RB166","491","","","","","","491.0"
"627","Dan Arnold","JAC","10","TE94","492","","","","","","492.0"
"628","Matt Schaub","QB77","493","","","","","","493.0"
"629","Mike Weber","NYG","11","RB167","495","","","","","","495.0"
"630","Scott Tolzien","QB78","496","","","","","","496.0"
"631","Brandon Weeden","QB79","497","","","","","","497.0"
"632","Brandon Zylstra","CAR","7","WR201","498","","","","","","498.0"
"633","Jeff Heuerman","TE95","499","","","","","","499.0"
"634","Jarrett Stidham","NE","10","QB80","501","","","","","","501.0"
"635","Chris Warren III","RB168","503","","","","","","503.0"
"636","JoJo Natson","WR202","504","","","","","","504.0"
"637","Gardner Minshew II","PHI","10","QB81","505","","","","","","505.0"
"638","Tyrone Swoopes","TE96","506","","","","","","506.0"
"639","Bo Scarbrough","LV","","RB169","507","","","","","","507.0"
"640","Javorius Allen","RB170","508","","","","","","508.0"
"641","Niles Paul","TE97","509","","","","","","509.0"
"642","Joe Williams","RB171","510","","","","","","510.0"
"643","Austin Seferian-Jenkins","TE98","511","","","","","","511.0"
"644","Foster Moreau","LV","","TE99","512","","","","","","512.0"
"645","Allen Lazard","GB","11","WR203","513","","","","","","513.0"
"646","Garrett Celek ","TE100","514","","","","","","514.0"
"647","Fozzy Whittaker","RB172","515","","","","","","515.0"
"648","Marcus Johnson","TEN","11","WR204","516","","","","","","516.0"
"649","Nsimba Webster","CHI","6","WR205","517","","","","","","517.0"
"650","Troymaine Pope","RB173","518","","","","","","518.0"
"651","Byron Marshall","RB174","519","","","","","","519.0"
"652","Garrett Griffin","NO","9","TE101","520","","","","","","520.0"
"653","Temarrick Hemingway","WAS","10","TE102","521","","","","","","521.0"
"654","Brian Hoyer","NE","10","QB82","522","","","","","","522.0"
"655","Stevan Ridley","RB175","523","","","","","","523.0"
"656","Damore'ea Stringfellow","WR206","524","","","","","","524.0"
"657","Mike White","NYJ","4","QB83","525","","","","","","525.0"
"658","Richard Rodgers","PHI","10","TE103","526","","","","","","526.0"
"659","Damion Ratley","WR207","527","","","","","","527.0"
"660","Ben Braunecker ","TE104","528","","","","","","528.0"
"661","Justin Hardy","CHI","6","WR208","529","","","","","","529.0"
"662","Jeff Wilson Jr.","SF","4","RB176","530","","","","","","530.0"
"663","Christian Hackenberg","QB84","531","","","","","","531.0"
"664","Auden Tate","CIN","9","WR209","532","","","","","","532.0"
"665","Ryan Finley","QB85","533","","","","","","533.0"
"666","Joshua Perkins","NYJ","4","TE105","534","","","","","","534.0"
"667","Eric Saubert","DEN","10","TE106","536","","","","","","536.0"
"668","Brett Hundley","IND","6","QB86","537","","","","","","537.0"
"669","Trey Edmunds","PIT","7","RB177","538","","","","","","538.0"
"670","Kyle Sloter","QB87","539","","","","","","539.0"
"671","Tion Green","RB178","540","","","","","","540.0"
"672","Sean Mannion","MIN","12","QB88","541","","","","","","541.0"
"673","Malcolm Johnson","RB179","542","","","","","","542.0"
"674","Bobo Wilson","WR210","543","","","","","","543.0"
"675","Luke Stocker","MIN","12","TE107","544","","","","","","544.0"
"676","Kyle Allen","WAS","10","QB89","545","","","","","","545.0"
"677","Trevor Siemian","N","9 O","QB90","546","","","","","","546.0"
"678","Derrick Coleman","RB180","548","","","","","","548.0"
"679","Sam Rogers","RB181","550","","","","","","550.0"
"680","Patrick Laird","MIA","5","RB182","551","","","","","","551.0"
"681","Caleb Wilson","DEN","10","TE108","552","","","","","","552.0"
"682","Brice Butler","WR211","553","","","","","","553.0"
"683","Marquez Williams","RB183","554","","","","","","554.0"
"684","Darius Jennings","DET","5","WR212","555","","","","","","555.0"
"685","Cethan Carter","MIA","5","TE109","556","","","","","","556.0"
"686","Kaden Smith","NYG","11","TE110","557","","","","","","557.0"
"687","Kerrith Whyte Jr.","GB","11","RB184","558","","","","","","558.0"
"688","Austin Davis","QB91","559","","","","","","559.0"
"689","Josh Bellamy","WR213","560","","","","","","560.0"
"690","Keith Smith","ATL","9","RB185","561","","","","","","561.0"
"691","Quinton Flowers","QB92","563","","","","","","563.0"
"692","Terrell Watson","RB186","564","","","","","","564.0"
"693","Jermaine Gresham","TE111","565","","","","","","565.0"
"694","Duke Williams","S1","566","","","","","","566.0"
"695","Kelvin Taylor","RB187","567","","","","","","567.0"
"696","De'Angelo Henderson Sr.","RB188","568","","","","","","568.0"
"697","Maxx Williams","ARI","12","TE112","569","","","","","","569.0"
"698","Steven Sims Jr.","PIT","7","WR214","570","","","","","","570.0"
"699","Brandon Wilds","RB189","571","","","","","","571.0"
"700","Sean Culkin","TE113","572","","","","","","572.0"
"701","Mo Alie-Cox","IND","6","TE114","573","","","","","","573.0"
"702","Dwayne Allen","TE115","574","","","","","","574.0"
"703","Travis Homer","SEA","11","RB190","575","","","","","","575.0"
"704","Terrance Williams","WR215","577","","","","","","577.0"
"705","Freddie Stevenson","LB1","579","","","","","","579.0"
"706","Tyler Bray","QB93","580","","","","","","580.0"
"707","Charles Johnson","WR216","581","","","","","","581.0"
"708","Taiwan Jones","BUF","6","RB191","583","","","","","","583.0"
"709","Nick Bellore","SEA","11","LB2","584","","","","","","584.0"
"710","Tyler Conklin","MIN","12","TE116","585","","","","","","585.0"
"711","Cedrick Wilson Jr.","DAL","8","WR217","586","","","","","","586.0"
"712","Akrum Wadley","RB192","588","","","","","","588.0"
"713","Fitzgerald Toussaint","RB193","589","","","","","","589.0"
"714","River Cracraft","SF","4","WR218","590","","","","","","590.0"
"715","Shane Vereen","RB194","591","","","","","","591.0"
"716","Malik Turner","DAL","8","WR219","592","","","","","","592.0"
"717","Mack Hollins","MIA","5","WR220","593","","","","","","593.0"
"718","Chris Manhertz","JAC","10","TE117","594","","","","","","594.0"
"719","KhaDarel Hodge","DET","5","WR221","595","","","","","","595.0"
"720","David Fluellen","RB195","596","","","","","","596.0"
"721","Roc Thomas","RB196","597","","","","","","597.0"
"722","Marcus Lucas","TE118","598","","","","","","598.0"
"723","Elijah Hood","RB197","599","","","","","","599.0"
"724","Brittan Golden","WR222","600","","","","","","600.0"
"725","Jaleel Scott","WR223","601","","","","","","601.0"
"726","Daurice Fountain","KC","12","WR224","602","","","","","","602.0"
"727","Richie James Jr.","SF","4","WR225","603","","","","","","603.0"
"728","Keon Hatcher","WR226","604","","","","","","604.0"
"729","Detrez Newsome","RB198","605","","","","","","605.0"
"730","Phillip Supernaw","TE119","606","","","","","","606.0"
"731","Tre Madden","RB199","607","","","","","","607.0"
"732","Gehrig Dieter","KC","12","WR227","608","","","","","","608.0"
"733","Marken Michel","WAS","10","WR228","609","","","","","","609.0"
"734","Elijah McGuire","KC","12","RB200","610","","","","","","610.0"
"735","Trevon Wesco","NYJ","4","TE120","611","","","","","","611.0"
"736","Ryan Switzer","CLE","7","WR229","612","","","","","","612.0"
"737","Chad Williams","WR230","613","","","","","","613.0"
"738","Da'Mari Scott","WR231","614","","","","","","614.0"
"739","Seth DeValve","TE121","615","","","","","","615.0"
"740","Devin Fuller","WR232","616","","","","","","616.0"
"741","Garrett Gilbert","WAS","10","QB94","617","","","","","","617.0"
"742","David Williams","RB201","618","","","","","","618.0"
"743","Kendall Wright","WR233","619","","","","","","619.0"
"744","Boston Scott","PHI","10","RB202","620","","","","","","620.0"
"745","Logan Thomas","WAS","10","TE122","621","","","","","","621.0"
"746","Marcell Ateman","WR234","622","","","","","","622.0"
"747","Josh Malone","GB","11","WR235","623","","","","","","623.0"
"748","Lee Smith","ATL","9","TE123","624","","","","","","624.0"
"749","Nick Bawden","NYJ","4 ","RB203","625","","","","","","625.0"
"750","Mason Schreck","CIN","9","TE124","627","","","","","","627.0"
"751","Marcus Green","WR236","628","","","","","","628.0"
"752","Martavis Bryant","WR237","629","","","","","","629.0"
"753","Juwann Winfree","GB","11","WR238","630","","","","","","630.0"
"754","TJ Jones","WR239","631","","","","","","631.0"
"755","Eric Weems","WR240","632","","","","","","632.0"
"756","Derrick Willies","WR241","633","","","","","","633.0"
"757","Jordan Lasley","WR242","634","","","","","","634.0"
"758","Brandon Powell","LAR","9","WR243","635","","","","","","635.0"
"759","Dalyn Dawkins","DET","5","RB204","636","","","","","","636.0"
"760","Henry Krieger-Coble","TE125","637","","","","","","637.0"
"761","Deontay Burnett","WR244","638","","","","","","638.0"
"762","Justin Davis","RB205","639","","","","","","639.0"
"763","Easton Stick","LAC","12","QB95","640","","","","","","640.0"
"764","Gabe Holmes","TE126","641","","","","","","641.0"
"765","Cam Sims","WAS","10","WR245","642","","","","","","642.0"
"766","Dontrelle Inman","WR246","643","","","","","","643.0"
"767","Alex Tanney","QB96","644","","","","","","644.0"
"768","Dylan Cantrell","WAS","10","WR247","645","","","","","","645.0"
"769","Landry Jones","QB97","646","","","","","","646.0"
"770","Isaac Nauta","GB","11","TE127","647","","","","","","647.0"
"771","Mack Brown","RB206","648","","","","","","648.0"
"772","Kerwynn Williams","RB207","650","","","","","","650.0"
"773","Trent Sherfield","SF","4","WR248","651","","","","","","651.0"
"774","James Williams","RB208","652","","","","","","652.0"
"775","Nate Sudfeld","SF","4","QB98","653","","","","","","653.0"
"776","Cody Core","MIA","5","WR249","655","","","","","","655.0"
"777","Jerome Cunningham","TE128","656","","","","","","656.0"
"778","Nick Williams","WR250","657","","","","","","657.0"
"779","Jordan Taylor","WR251","658","","","","","","658.0"
"780","J.D. McKissic","WAS","10","RB209","659","","","","","","659.0"
"781","Greg Dortch","ARI","12","WR252","660","","","","","","660.0"
"782","Quadree Henderson","WR253","661","","","","","","661.0"
"783","Mike Glennon","NYG","11","QB99","662","","","","","","662.0"
"784","Donnel Pumphrey","RB210","664","","","","","","664.0"
"785","Dion Sims","TE129","665","","","","","","665.0"
"786","Bryce Williams","TE130","666","","","","","","666.0"
"787","Corey Grant","RB211","667","","","","","","667.0"
"788","Harry Douglas","WR254","668","","","","","","668.0"
"789","Ryan Hewitt","RB212","670","","","","","","670.0"
"790","Ricky Ortiz","RB213","671","","","","","","671.0"
"791","Mason Rudolph","PIT","7 ","QB100","672","","","","","","672.0"
"792","Benny Cunningham Jr.","RB214","673","","","","","","673.0"
"793","Andre Williams","RB215","674","","","","","","674.0"
"794","Michael Floyd","WR255","675","","","","","","675.0"
"795","Shaun Wilson","RB216","676","","","","","","676.0"
"796","Zac Brooks","RB217","677","","","","","","677.0"
"797","Geremy Davis","WR256","679","","","","","","679.0"
"798","Charone Peake","WR257","680","","","","","","680.0"
"799","Jehu Chesson","WR258","681","","","","","","681.0"
"800","Drew Sample","CIN","9","TE131","682","","","","","","682.0"
"801","Alonzo Russell","WR259","683","","","","","","683.0"
"802","Alex Armah Jr.","WAS","10","RB218","685","","","","","","685.0"
"803","Cardale Jones","QB101","686","","","","","","686.0"
"804","Scott Simonson","TE132","687","","","","","","687.0"
"805","Gavin Escobar","TE133","689","","","","","","689.0"
"806","Jordan Leggett","TE134","690","","","","","","690.0"
"807","Jahad Thomas","RB219","691","","","","","","691.0"
"808","Danny Etling","JAC","10","QB102","692","","","","","","692.0"
"809","Tommy Bohanon","BAL","8","RB220","693","","","","","","693.0"
"810","Jeff Cumberland","TE135","694","","","","","","694.0"
"811","Terron Ward","RB221","695","","","","","","695.0"
"812","Robert Kelley","RB222","696","","","","","","696.0"
"813","Paul Perkins","RB223","697","","","","","","697.0"
"814","Rico Gathers","TE136","698","","","","","","698.0"
"815","Christine Michael","RB224","699","","","","","","699.0"
"816","David Morgan II ","TE137","700","","","","","","700.0"
"817","Cameron Batson","TEN","11","WR260","701","","","","","","701.0"
"818","Anthony Firkser","TEN","11","TE138","702","","","","","","702.0"
"819","Chris Lacy","WR261","703","","","","","","703.0"
"820","Keenan Reynolds","WR262","704","","","","","","704.0"
"821","Ifeanyi Momah","TE139","705","","","","","","705.0"
"822","Jhurell Pressley","RB225","706","","","","","","706.0"
"823","Jalston Fowler","RB226","707","","","","","","707.0"
"824","Michael Clark","WR263","708","","","","","","708.0"
"825","Robert Turbin","RB227","709","","","","","","709.0"
"826","Branden Oliver","RB228","711","","","","","","711.0"
"827","Riley McCarron","WR264","712","","","","","","712.0"
"828","Russell Hansbrough","RB229","713","","","","","","713.0"
"829","Neal Sterling","TE140","714","","","","","","714.0"
"830","James Hanna","TE141","715","","","","","","715.0"
"831","Logan Paulsen","TE142","717","","","","","","717.0"
"832","Devon Cajuste","WR265","718","","","","","","718.0"
"833","Brian Parker","TE143","719","","","","","","719.0"
"834","Johnny Holton","NYG","11","WR266","720","","","","","","720.0"
"835","C.J. Fiedorowicz","TE144","721","","","","","","721.0"
"836","Malcolm Mitchell","WR267","722","","","","","","722.0"
"837","Ross Travis","TE145","723","","","","","","723.0"
"838","Durham Smythe","MIA","5","TE146","724","","","","","","724.0"
"839","Marcus Murphy","RB230","725","","","","","","725.0"
"840","Lance Lenoir Jr.","WR268","726","","","","","","726.0"
"841","Ryan Griffin","TB","7","QB103","727","","","","","","727.0"
"842","Jonathan Williams","WAS","10","RB231","728","","","","","","728.0"
"843","Kyle Lauletta","QB104","729","","","","","","729.0"
"844","Stephen Anderson","LAC","12","TE147","730","","","","","","730.0"
"845","Michael Burton","KC","12","RB232","732","","","","","","732.0"
"846","Isaiah Ford","MIA","5","WR269","733","","","","","","733.0"
"847","Brandon Allen","CIN","9","QB105","734","","","","","","734.0"
"848","Griff Whalen","WR270","735","","","","","","735.0"
"849","Deonte Thompson","WR271","736","","","","","","736.0"
"850","Matt Dayes","RB233","738","","","","","","738.0"
"851","Penny Hart","SEA","11","WR272","739","","","","","","739.0"
"852","Keith Ford","RB234","740","","","","","","740.0"
"853","Jalen Tolliver","WR273","741","","","","","","741.0"
"854","J'Mon Moore","ATL","9","WR274","742","","","","","","742.0"
"855","Travis Rudolph","WR275","743","","","","","","743.0"
"856","Tyler Ervin","RB235","744","","","","","","744.0"
"857","A.J. Derby","TE148","745","","","","","","745.0"
