"Rank","Player","Team","Position","Points","Games","Avg"
"474","Mike Davis","Multi","RB","11.7","10","1.2"
"474","MyCole Pruitt","TEN","TE","11.7","15","0.8"
"477","Luke Falk","NYJ","QB","11.6","3","3.9"
"478","Andre Patton","LAC","WR","11.6","11","1.1"
"478","Zach Line","NO","RB","11.6","12","1.0"
"480","Chris Hogan","CAR","WR","11.3","6","1.9"
"481","Luke Stocker","ATL","TE","11.3","14","0.8"
"482","Ryan Switzer","PIT","WR","10.7","9","1.2"
"483","Tra Carson","Multi","RB","10.6","4","2.7"
"484","Robert Griffin III","BAL","QB","10.2","6","1.7"
"485","Tevin Jones","Multi","WR","10.1","5","2.0"
"485","Clive Walford","MIA","TE","10.1","8","1.3"
"487","Patrick DiMarco","BUF","RB","9.8","15","0.7"
"488","Alex Armah Jr.","CAR","RB","9.7","15","0.7"
"489","Cedrick Wilson Jr.","DAL","WR","9.6","6","1.6"
"490","Troymaine Pope","LAC","RB","9.4","13","0.7"
"491","Cethan Carter","CIN","TE","9.3","14","0.7"
"492","Javorius Allen","NYG","RB","9.2","10","0.9"
"493","Chad Beebe","MIN","WR","9.0","3","3.0"
"493","Travis Benjamin","LAC","WR","9.0","5","1.8"
"493","Marcell Ateman","OAK","WR","9.0","10","0.9"
"496","Devontae Booker","DEN","RB","8.9","15","0.6"
"497","Joshua Perkins","PHI","TE","8.7","4","2.2"
"497","KhaDarel Hodge","CLE","WR","8.7","15","0.6"
"499","Ventell Bryant","DAL","WR","8.5","11","0.8"
"499","Diontae Spencer","DEN","WR","8.5","15","0.6"
"501","Jon Hilliman","NYG","RB","8.2","3","2.7"
"502","Drew Sample","CIN","TE","8.0","9","0.9"
"502","Lance Kendricks","Multi","TE","8.0","11","0.7"
"502","Deon Yelder","KC","TE","8.0","10","0.8"
"505","Will Grier","CAR","QB","7.7","1","7.7"
"505","Khari Blasingame","Multi","RB","7.7","5","1.5"
"507","Dwayne Washington","NO","RB","7.4","15","0.5"
"508","Jordan Matthews","Multi","WR","7.3","3","2.4"
"509","Ross Travis","Multi","TE","7.1","3","2.4"
"510","Trevon Wesco","NYJ","TE","6.9","15","0.5"
"511","Tommy Sweeney","BUF","TE","6.8","5","1.4"
"511","Elijhaa Penny","NYG","RB","6.8","15","0.5"
"511","Geremy Davis","LAC","WR","6.8","8","0.9"
"514","Jason Moore Jr.","LAC","WR","6.3","9","0.7"
"515","Devin Funchess","IND","WR","6.2","1","6.2"
"516","Michael Crabtree","ARI","WR","6.2","3","2.1"
"517","Tyrod Taylor","LAC","QB","6.0","8","0.8"
"517","Johnny Holton","PIT","WR","6.0","15","0.4"
"519","Donte Moncrief","Multi","WR","5.8","8","0.7"
"520","Cody Core","NYG","WR","5.8","15","0.4"
"520","Chris Lacy","DET","WR","5.8","6","1.0"
"522","Andre Roberts","BUF","WR","5.7","13","0.4"
"522","Nick Bawden","DET","RB","5.7","10","0.6"
"524","Brett Hundley","ARI","QB","5.5","2","2.8"
"524","Russell Shepard","NYG","WR","5.5","3","1.8"
"526","Johnny Mundt","LAR","TE","5.4","13","0.4"
"527","Ishmael Hyman","TB","WR","5.4","2","2.7"
"527","Ryan Grant","Multi","WR","5.4","2","2.7"
"529","Colt McCoy","WAS","QB","5.3","2","2.7"
"530","Anthony Sherman","KC","RB","5.1","15","0.3"
"531","C.J. Board","JAC","WR","5.1","3","1.7"
"531","Chris Moore","BAL","WR","5.1","13","0.4"
"533","Marqise Lee","JAC","WR","4.9","6","0.8"
"534","Stanley Morgan Jr.","CIN","WR","4.8","11","0.4"
"535","Paul Perkins","Multi","RB","4.8","4","1.2"
"536","Da'Mari Scott","NYG","WR","4.7","4","1.2"
"537","Pharaoh Brown","CLE","TE","4.7","9","0.5"
"538","Tanner Hudson","TB","TE","4.6","8","0.6"
"539","Josh Oliver","JAC","TE","4.5","4","1.1"
"539","Bobo Wilson","Multi","WR","4.5","6","0.8"
"539","Riley Ridley","CHI","WR","4.5","4","1.1"
"542","T.J. Logan","TB","RB","4.3","12","0.4"
"542","C.J. Anderson","DET","RB","4.3","2","2.2"
"544","Mike Glennon","OAK","QB","4.2","3","1.4"
"545","Fred Brown","DEN","WR","4.1","12","0.3"
"545","Matt Barkley","BUF","QB","4.1","2","2.1"
"547","Codey McElroy","TB","TE","4.0","1","4.0"
"547","Josh Bellamy","NYJ","WR","4.0","7","0.6"
"547","DeAndrew White","CAR","WR","4.0","9","0.4"
"547","Greg Joseph","Multi","K","4.0","2","2.0"
"551","Darius Jennings","TEN","WR","3.7","7","0.5"
"551","Robert Davis","Multi","WR","3.7","5","0.7"
"551","Zach Zenner","Multi","RB","3.7","6","0.6"
"554","Ashton Dulin","IND","WR","3.7","12","0.3"
"555","Gunner Olszewski","NE","WR","3.4","8","0.4"
"556","Mike Thomas","LAR","WR","3.4","15","0.2"
"557","Cody Hollister","TEN","WR","3.3","5","0.7"
"557","Isaac Nauta","DET","TE","3.3","5","0.7"
"559","Keith Smith","ATL","RB","3.2","15","0.2"
"560","Scott Simonson","NYG","TE","3.1","6","0.5"
"561","Jay Ajayi","PHI","RB","3.0","4","0.8"
"561","Levine Toilolo","SF","TE","3.0","12","0.3"
"561","Brandon Zylstra","CAR","WR","3.0","7","0.4"
"564","Dalyn Dawkins","TEN","RB","2.6","2","1.3"
"565","Cam Sims","WAS","WR","2.5","7","0.4"
"566","Roosevelt Nix","PIT","RB","2.4","3","0.8"
"567","Sean Culkin","LAC","TE","2.2","4","0.6"
"567","Jeff Smith","NYJ","WR","2.2","1","2.2"
"569","Chris Manhertz","CAR","TE","2.1","14","0.2"
"569","Eric Saubert","Multi","TE","2.1","1","2.1"
"569","Antony Auclair","TB","TE","2.1","8","0.3"
"572","De'Anthony Thomas","Multi","WR","2.0","13","0.2"
"573","Austin Carr","NO","WR","1.9","7","0.3"
"573","Ben Koyack","JAC","TE","1.9","11","0.2"
"575","Dwayne Harris","OAK","WR","1.7","3","0.6"
"575","Chris Herndon IV","NYJ","TE","1.7","2","0.9"
"577","Tyler Ervin","Multi","RB","1.6","9","0.2"
"577","Dalton Schultz","DAL","TE","1.6","15","0.1"
"579","Jakob Johnson","NE","RB","1.5","4","0.4"
"580","Darrell Daniels","ARI","TE","1.4","11","0.1"
"580","Krishawn Hogan","NO","WR","1.4","8","0.2"
"580","Zach Gentry","PIT","TE","1.4","4","0.4"
"583","Xavier Grimble","PIT","TE","1.3","3","0.4"
"584","Damien Harris","NE","RB","1.2","2","0.6"
"584","Josh Adams","NYJ","RB","1.2","2","0.6"
"586","Eric Tomlinson","Multi","TE","1.1","7","0.2"
"587","John Kelly","LAR","RB","0.9","4","0.2"
"587","Josh Ferguson","WAS","RB","0.9","1","0.9"
"587","Jordan Scarlett","CAR","RB","0.9","9","0.1"
"590","Josh McCown","PHI","QB","0.8","3","0.3"
"591","Tony Brooks-James","Multi","RB","0.7","3","0.2"
"592","De'Lance Turner","Multi","RB","0.6","8","0.1"
"592","Ryan Griffin","TB","QB","0.6","2","0.3"
"594","Buddy Howell","HOU","RB","0.5","15","0.0"
"595","Alfred Morris","Multi","RB","0.4","1","0.4"
"596","James Develin","NE","RB","0.3","2","0.2"
"597","Dexter Williams","GB","RB","0.2","3","0.1"
"598","Trevor Siemian","NYJ","QB","0.1","1","0.1"
"599","Stephen Anderson","Multi","TE","0.0","1","0.0"
"599","Travis Fulgham","DET","WR","0.0","2","0.0"
"599","Gary Jennings Jr.","Multi","WR","0.0","1","0.0"
"599","Garrett Celek","SF","TE","0.0","6","0.0"
"599","Cullen Gillaspia","HOU","RB","0.0","15","0.0"
"599","Brock Osweiler","FA","QB","0.0","1","0.0"
"599","Stevan Ridley","FA","RB","0.0","1","0.0"
"599","Nsimba Webster","LAR","WR","0.0","4","0.0"
"599","Josh Doctson","MIN","WR","0.0","1","0.0"
"599","Kyle Nelson","SF","TE","0.0","10","0.0"
"599","Jaleel Scott","BAL","WR","0.0","2","0.0"
"599","Drew Anderson","ARI","QB","0.0","1","0.0"
"599","Bradley Marquez","FA","WR","0.0","1","0.0"
"599","Trayveon Williams","CIN","RB","0.0","10","0.0"
"599","Brandin Bryant","CLE","RB","0.0","4","0.0"
"599","Jason Vander Laan","Multi","TE","0.0","2","0.0"
"599","Lavon Coleman","FA","RB","0.0","1","0.0"
"599","Brandon Weeden","FA","QB","0.0","1","0.0"
"599","Craig Reynolds","Multi","RB","0.0","3","0.0"
"599","Austin Walter","NYG","RB","0.0","1","0.0"
"599","John Ursua","SEA","WR","0.0","2","0.0"
"599","Chad Williams","IND","WR","0.0","1","0.0"
"599","Davion Davis","MIN","WR","0.0","2","0.0"
"599","Ryan Santoso","TEN","K","0.0","3","0.0"
"599","Lil'Jordan Humphrey","NO","WR","0.0","4","0.0"
"599","Juwann Winfree","DEN","WR","0.0","3","0.0"
"599","Spencer Schnell","TB","WR","0.0","1","0.0"
"599","Evan Baylis","GB","TE","0.0","5","0.0"
"599","David Fales","NYJ","QB","0.0","2","0.0"
"599","Alex Tanney","NYG","QB","0.0","1","0.0"
"599","Deante Burton","Multi","WR","0.0","2","0.0"
"599","Marcus Kemp","KC","WR","0.0","1","0.0"
"599","Kendall Blanton","LAR","TE","0.0","1","0.0"
"599","Cam Phillips","FA","WR","0.0","1","0.0"
"599","Jalen Guyton","LAC","WR","0.0","3","0.0"
"599","Alexander Hollins","MIN","WR","0.0","4","0.0"
"599","Cyril Grayson Jr.","Multi","WR","0.0","1","0.0"
"599","Senorise Perry","BUF","RB","0.0","10","0.0"
"599","Jace Sternberger","GB","TE","0.0","5","0.0"
"599","Carson Meier","ATL","TE","0.0","1","0.0"
"599","Joshua Dobbs","Multi","QB","0.0","1","0.0"
"599","Equanimeous St. Brown","GB","WR","0.0","1","0.0"
"599","Devine Ozigbo","JAC","RB","0.0","9","0.0"
"599","Taywan Taylor","CLE","WR","0.0","4","0.0"
"599","Ryan Nall","CHI","RB","0.0","7","0.0"
"599","Charles Jones","JAC","TE","0.0","3","0.0"
"599","J.J. Jones","FA","WR","0.0","1","0.0"
"599","Jordan Thomas","HOU","TE","0.0","5","0.0"
"599","Charone Peake","FA","WR","0.0","1","0.0"
"599","Keenan Reynolds","FA","WR","0.0","1","0.0"
"599","Brandon LaFell","FA","WR","0.0","1","0.0"
"599","Taiwan Jones","HOU","RB","0.0","10","0.0"
"599","Gehrig Dieter","KC","WR","0.0","3","0.0"
"599","Jamaal Charles","FA","RB","0.0","1","0.0"
"599","Jeremy Ross","FA","WR","0.0","1","0.0"
"599","Riley McCarron","FA","WR","0.0","1","0.0"
"599","Mike Wallace","FA","WR","0.0","1","0.0"
"599","Caleb Sturgis","FA","K","0.0","1","0.0"
"599","Jeremy Hill","FA","RB","0.0","1","0.0"
"599","Garrett Dickerson","NYG","TE","0.0","4","0.0"
"599","Jamize Olawale","DAL","RB","0.0","15","0.0"
"599","Pierre Garcon","FA","WR","0.0","1","0.0"
"599","Torrey Smith","FA","WR","0.0","1","0.0"
"599","Tre Madden","FA","RB","0.0","1","0.0"
"599","Jermaine Gresham","FA","TE","0.0","1","0.0"
"599","Lamar Miller","HOU","RB","0.0","1","0.0"
"599","Eli Rogers","FA","WR","0.0","1","0.0"
"599","Markus Wheaton","FA","WR","0.0","1","0.0"
"599","Derrick Willies","CLE","WR","0.0","1","0.0"
"599","Matt McCrane","FA","K","0.0","1","0.0"
"599","David Morgan II","MIN","TE","0.0","1","0.0"
"599","Matt Lengel","IND","TE","0.0","2","0.0"
"599","Brandon Marshall","FA","WR","0.0","1","0.0"
"599","Lance Lenoir Jr.","FA","WR","0.0","1","0.0"
"599","Travaris Cadet","FA","RB","0.0","1","0.0"
"599","Jordan Franks","CIN","TE","0.0","1","0.0"
"599","Justin Davis","ARI","RB","0.0","1","0.0"
"599","Trenton Cannon","NYJ","RB","0.0","4","0.0"
"599","Logan Paulsen","HOU","TE","0.0","1","0.0"
"599","Daurice Fountain","IND","WR","0.0","1","0.0"
"599","James Jones","FA","WR","0.0","1","0.0"
"599","Deontay Burnett","Multi","WR","0.0","1","0.0"
"599","Neal Sterling","FA","TE","0.0","1","0.0"
"599","David Fluellen","TEN","RB","0.0","2","0.0"
"599","Matt Cassel","FA","QB","0.0","1","0.0"
"599","Freddie Martino","FA","WR","0.0","1","0.0"
"599","Chad Kelly","IND","QB","0.0","1","0.0"
"599","Jake Butt","DEN","TE","0.0","1","0.0"
"599","Corey Coleman","NYG","WR","0.0","1","0.0"
"599","Antonio Gates","FA","TE","0.0","1","0.0"
"599","Marshawn Lynch","SEA","RB","0.0","1","0.0"
"599","Alex Ellis","PHI","TE","0.0","3","0.0"
"599","C.J. Beathard","SF","QB","0.0","1","0.0"
"599","Chris Ivory","FA","RB","0.0","1","0.0"
"599","Michael Burton","WAS","RB","0.0","10","0.0"
"599","Rashad Greene","FA","WR","0.0","1","0.0"
"599","DuJuan Harris","FA","RB","0.0","1","0.0"
"599","Jeremy Kerley","FA","WR","0.0","1","0.0"
"599","Steven Mitchell Jr.","HOU","WR","0.0","3","0.0"
"599","Leonte Carroo","FA","WR","0.0","1","0.0"
"599","Detrez Newsome","LAC","RB","0.0","1","0.0"
"599","Max McCaffrey","FA","WR","0.0","1","0.0"
"599","Andre Holmes","FA","WR","0.0","1","0.0"
"599","Jordy Nelson","FA","WR","0.0","1","0.0"
"599","River Cracraft","Multi","WR","0.0","2","0.0"
"599","Matthew Slater","NE","WR","0.0","15","0.0"
"599","Dion Sims","FA","TE","0.0","1","0.0"
"599","Kaare Vedvik","Multi","K","0.0","1","0.0"
"599","Kenneth Dixon","NYJ","RB","0.0","1","0.0"
"599","Alex Collins","SEA","RB","0.0","1","0.0"
"599","Jeremy Langford","FA","RB","0.0","1","0.0"
"599","Khari Lee","FA","TE","0.0","1","0.0"
"599","Graham Gano","CAR","K","0.0","1","0.0"
"599","Jonathan Stewart","FA","RB","0.0","1","0.0"
"599","Robert Turbin","SEA","RB","0.0","1","0.0"
"599","Saeed Blacknall","ARI","WR","0.0","1","0.0"
"599","Erik Swoope","FA","TE","0.0","1","0.0"
"599","Joe Williams","FA","RB","0.0","1","0.0"
"599","Giorgio Tavecchio","TEN","K","0.0","1","0.0"
"599","Brandon Dillon","MIN","TE","0.0","1","0.0"
"599","Richard Rodgers","PHI","TE","0.0","1","0.0"
"599","Nate Sudfeld","PHI","QB","0.0","1","0.0"
"599","Doug Baldwin","FA","WR","0.0","1","0.0"
"599","Jason Croom","BUF","TE","0.0","1","0.0"
"599","Derrick Coleman","FA","RB","0.0","1","0.0"
"599","Kelvin Benjamin","FA","WR","0.0","1","0.0"
"599","Keon Hatcher","Multi","WR","0.0","1","0.0"
"599","Alex Smith","WAS","QB","0.0","1","0.0"
"599","JoJo Natson","LAR","WR","0.0","12","0.0"
"599","Kamar Aiken","FA","WR","0.0","1","0.0"
"599","Jordan Chunn","DAL","RB","0.0","1","0.0"
"599","Victor Bolden Jr.","DET","WR","0.0","1","0.0"
"599","Mose Frazier","FA","WR","0.0","1","0.0"
"599","Brandon Tate","FA","WR","0.0","1","0.0"
"599","Sebastian Janikowski","FA","K","0.0","1","0.0"
"599","Andrew Luck","FA","QB","0.0","1","0.0"
"599","Taylor Heinicke","WAS","QB","0.0","1","0.0"
"599","David Grinnage","FA","TE","0.0","1","0.0"
"599","Ricky Ortiz","NO","RB","0.0","1","0.0"
"599","Brian Quick","FA","WR","0.0","1","0.0"
"599","Justin Hunter","FA","WR","0.0","1","0.0"
"599","Beau Brinkley","TEN","TE","0.0","15","0.0"
"599","LeGarrette Blount","FA","RB","0.0","1","0.0"
"599","Chad Henne","KC","QB","0.0","1","0.0"
"599","Cameron Artis-Payne","FA","RB","0.0","1","0.0"
"599","Tony Jones","FA","WR","0.0","1","0.0"
"599","Samaje Perine","Multi","RB","0.0","6","0.0"
"599","Chandler Cox","MIA","RB","0.0","12","0.0"
"599","Rob Gronkowski","TB","TE","0.0","1","0.0"
"599","Joe Webb III","HOU","QB","0.0","1","0.0"
"599","Martavis Bryant","FA","WR","0.0","1","0.0"
"599","Jerome Cunningham","WAS","TE","0.0","3","0.0"
"599","Tyrone Swoopes","SEA","TE","0.0","5","0.0"
"599","Mark Sanchez","FA","QB","0.0","1","0.0"
"599","Cole Wick","Multi","TE","0.0","1","0.0"
"599","Donnie Ernsberger","TEN","RB","0.0","1","0.0"
"599","Mason Schreck","CIN","TE","0.0","3","0.0"
"599","Deonte Thompson","FA","WR","0.0","1","0.0"
"599","Jerell Adams","Multi","TE","0.0","1","0.0"
"599","Jordan Reed","WAS","TE","0.0","1","0.0"
"599","Darrius Heyward-Bey","FA","WR","0.0","1","0.0"
"599","Ed Dickson","SEA","TE","0.0","1","0.0"
"599","Cooper Rush","DAL","QB","0.0","2","0.0"
"599","Brian Parker","NO","TE","0.0","1","0.0"
"599","Andy Jones","MIA","WR","0.0","1","0.0"
"599","Josh Malone","NYJ","WR","0.0","2","0.0"
"599","Kaelin Clay","FA","WR","0.0","1","0.0"
"599","Keith Kirkwood","NO","WR","0.0","1","0.0"
"599","J'Mon Moore","CLE","WR","0.0","1","0.0"
"599","A.J. Green","CIN","WR","0.0","1","0.0"
"599","Justin Hardee","NO","WR","0.0","15","0.0"
"599","Darvin Kidsy","WAS","WR","0.0","3","0.0"
"599","Alonzo Russell","FA","WR","0.0","1","0.0"
"599","D.J. Foster","ARI","RB","0.0","6","0.0"
"599","AJ McCarron","HOU","QB","0.0","2","0.0"
"599","Rod Streater","FA","WR","0.0","1","0.0"
"599","Noah Brown","DAL","WR","0.0","1","0.0"
"599","Rod Smith","Multi","RB","0.0","6","0.0"
"599","Mike Gillislee","FA","RB","0.0","1","0.0"
"599","Christine Michael","FA","RB","0.0","1","0.0"
"599","Alan Cross","FA","TE","0.0","1","0.0"
"599","Janarion Grant","FA","WR","0.0","1","0.0"
"599","Jehu Chesson","WAS","WR","0.0","1","0.0"
"599","Terrance Williams","FA","WR","0.0","1","0.0"
"599","Sam Bradford","FA","QB","0.0","1","0.0"
"784","Tim Boyle","GB","QB","-0.1","3","-0.0"
"785","Nick Mullens","SF","QB","-0.3","2","-0.2"
"786","Garrett Gilbert","CLE","QB","-0.3","6","-0.1"
"787","Michael Walker","JAC","WR","-0.5","7","-0.1"
"787","Sean Mannion","MIN","QB","-0.5","2","-0.3"
"789","Jarrett Stidham","NE","QB","-0.6","3","-0.2"
"790","Blake Bortles","LAR","QB","-0.8","4","-0.2"
"791","Darrius Shepherd","GB","WR","-0.9","6","-0.2"
"792","Quincy Enunwa","NYJ","WR","-1.4","1","-1.4"
"793","Ray-Ray McCloud","Multi","WR","-2.0","6","-0.3"
"793","Greg Dortch","Multi","WR","-2.0","2","-1.0"
"795","Corey Clement","PHI","RB","-4.0","4","-1.0"
""
""
