"Rank","Player","Team","Position","Points","Games","Avg"
"474","Jarrett Stidham","NE","QB","16.0","5","3.2"
"475","Garrett Gilbert","DAL","QB","15.5","1","15.5"
"476","Saquon Barkley","NYG","RB","15.4","2","7.7"
"477","Brett Rypien","DEN","QB","15.3","3","5.1"
"477","Blaine Gabbert","TB","QB","15.3","4","3.8"
"479","Malcolm Perry","MIA","WR","15.2","8","1.9"
"480","Parris Campbell","IND","WR","14.7","2","7.4"
"481","Chase Daniel","DET","QB","14.2","4","3.6"
"482","Austin Mack","NYG","WR","14.2","6","2.4"
"483","Virgil Green","LAC","TE","14.0","6","2.3"
"484","Devine Ozigbo","JAC","RB","13.3","6","2.2"
"485","Trayveon Williams","CIN","RB","13.0","6","2.2"
"486","Jaydon Mickens","TB","WR","12.8","9","1.4"
"487","Tevin Coleman","SF","RB","12.7","7","1.8"
"488","P.J. Walker","CAR","QB","12.7","3","4.2"
"488","C.J. Prosise","HOU","RB","12.7","10","1.3"
"490","Troy Fumagalli","DEN","TE","12.5","6","2.1"
"491","J.J. Taylor","NE","RB","12.4","5","2.5"
"492","KJ Hill Jr.","LAC","WR","12.3","13","1.0"
"493","Alex Collins","SEA","RB","12.2","2","6.1"
"494","Mike Boone","MIN","RB","12.0","10","1.2"
"495","Taylor Heinicke","WAS","QB","11.7","1","11.7"
"496","Demetrius Harris","CHI","TE","11.5","11","1.1"
"496","Diontae Spencer","DEN","WR","11.5","10","1.2"
"498","Chris Manhertz","CAR","TE","11.2","12","0.9"
"499","Ja'Marcus Bradley","CLE","WR","11.0","2","5.5"
"499","Luke Stocker","ATL","TE","11.0","13","0.9"
"501","Justice Hill","BAL","RB","10.9","10","1.1"
"501","Lil'Jordan Humphrey","NO","WR","10.9","2","5.5"
"503","Stephen Anderson","LAC","TE","10.4","11","1.0"
"504","Pharoh Cooper","CAR","WR","10.4","14","0.7"
"505","Nick Keizer","KC","TE","10.3","13","0.8"
"505","Damion Ratley","NYG","WR","10.3","5","2.1"
"507","Kai Forbath","LAR","K","10.0","2","5.0"
"508","Reggie Gilliam","BUF","RB","9.6","9","1.1"
"508","Courtland Sutton","DEN","WR","9.6","1","9.6"
"510","Artavis Pierce","CHI","RB","9.5","3","3.2"
"511","Ashton Dulin","IND","WR","9.4","11","0.9"
"512","Johnny Mundt","LAR","TE","9.3","10","0.9"
"513","Trace McSorley","BAL","QB","9.3","2","4.7"
"514","Jake Kumerow","BUF","WR","9.2","2","4.6"
"515","Tyrod Taylor","LAC","QB","9.0","2","4.5"
"515","Matthew Wright","PIT","K","9.0","2","4.5"
"517","Joe Reed","LAC","WR","8.9","10","0.9"
"518","Michael Burton","NO","RB","8.6","12","0.7"
"518","Marlon Mack","IND","RB","8.6","1","8.6"
"520","J.J. Arcega-Whiteside","PHI","WR","8.5","6","1.4"
"521","Nick Westbrook-Ikhine","TEN","WR","8.3","10","0.8"
"522","Deon Yelder","KC","TE","8.0","10","0.8"
"522","Steven Mitchell Jr.","HOU","WR","8.0","3","2.7"
"524","Trenton Cannon","CAR","RB","7.9","11","0.7"
"525","Khari Blasingame","TEN","RB","7.9","11","0.7"
"525","Riley Ridley","CHI","WR","7.9","3","2.6"
"527","Buddy Howell","HOU","RB","7.7","10","0.8"
"527","Anthony Sherman","KC","RB","7.7","7","1.1"
"527","Colin Thompson","CAR","TE","7.7","10","0.8"
"527","Alex Armah Jr.","CAR","RB","7.7","12","0.6"
"531","Darrius Shepherd","GB","WR","7.6","8","1.0"
"531","Levine Toilolo","NYG","TE","7.6","14","0.5"
"533","Jason Croom","PHI","TE","7.3","3","2.4"
"533","Jordan Thomas","Multi","TE","7.3","5","1.5"
"535","Cethan Carter","CIN","TE","7.2","12","0.6"
"536","Seth Roberts","CAR","WR","7.1","7","1.0"
"536","Tanner Hudson","TB","TE","7.1","8","0.9"
"538","Isaiah Zuber","NE","WR","7.0","4","1.8"
"538","Ted Ginn Jr.","CHI","WR","7.0","5","1.4"
"538","Chad Henne","KC","QB","7.0","2","3.5"
"538","Ben DiNucci","DAL","QB","7.0","3","2.3"
"542","Josh Malone","NYJ","WR","6.8","4","1.7"
"543","Brandon Zylstra","CAR","WR","6.6","11","0.6"
"544","Kahale Warring","HOU","TE","6.5","6","1.1"
"544","Juwan Johnson","NO","TE","6.5","5","1.3"
"546","River Cracraft","SF","WR","6.4","5","1.3"
"547","Dontrell Hilliard","Multi","RB","6.0","5","1.2"
"548","Robert Foster","WAS","WR","5.7","3","1.9"
"549","Elijhaa Penny","NYG","RB","5.5","13","0.4"
"549","Jaeden Graham","ATL","TE","5.5","13","0.4"
"549","Lawrence Cager","NYJ","WR","5.5","2","2.8"
"552","Hunter Bryant","DET","TE","5.4","3","1.8"
"553","Tavon Austin","GB","WR","5.3","3","1.8"
"553","Charlie Woerner","SF","TE","5.3","10","0.5"
"555","Deontay Burnett","PHI","WR","4.9","2","2.5"
"556","Jonathan Williams","DET","RB","4.6","2","2.3"
"556","Robert Griffin III","BAL","QB","4.6","4","1.2"
"558","Daurice Fountain","IND","WR","4.3","4","1.1"
"559","Ty Montgomery","NO","RB","4.1","3","1.4"
"559","Stephen Carlson","CLE","TE","4.1","11","0.4"
"561","Elliott Fry","ATL","K","4.0","1","4.0"
"561","Jonathan Brown","JAC","K","4.0","1","4.0"
"561","Ben Ellefson","JAC","TE","4.0","5","0.8"
"561","Austin Walter","SF","RB","4.0","2","2.0"
"561","Antonio Callaway","MIA","WR","4.0","4","1.0"
"566","Tyrie Cleveland","DEN","WR","3.8","8","0.5"
"567","John Ross","CIN","WR","3.7","3","1.2"
"568","Andy Janovich","CLE","RB","3.7","10","0.4"
"569","Colby Parkinson","SEA","TE","3.6","1","3.6"
"569","Austin Carr","NO","WR","3.6","5","0.7"
"571","Antonio Gandy-Golden","WAS","WR","3.5","6","0.6"
"572","Dante Pettis","Multi","WR","3.3","6","0.6"
"573","Darwin Thompson","KC","RB","3.2","8","0.4"
"573","Penny Hart","SEA","WR","3.2","9","0.4"
"575","Tommylee Lewis","NO","WR","3.1","4","0.8"
"575","Bo Scarbrough","SEA","RB","3.1","1","3.1"
"575","Andre Roberts","BUF","WR","3.1","15","0.2"
"575","Bennie Fowler III","NO","WR","3.1","5","0.6"
"579","Brian Hoyer","NE","QB","3.0","1","3.0"
"579","Dalton Keene","NE","TE","3.0","4","0.8"
"581","Chandler Cox","MIA","RB","2.9","6","0.5"
"582","Donte Moncrief","NE","WR","2.9","5","0.6"
"583","David Blough","DET","QB","2.8","1","2.8"
"584","Theo Riddick","LV","RB","2.7","4","0.7"
"584","Eric Saubert","JAC","TE","2.7","6","0.5"
"586","Scottie Phillips","HOU","RB","2.6","4","0.7"
"586","Lamar Miller","CHI","RB","2.6","1","2.6"
"586","LeVante Bellamy","DEN","RB","2.6","4","0.7"
"586","Jaleel Scott","NYJ","WR","2.6","1","2.6"
"590","Jake Butt","DEN","TE","2.5","5","0.5"
"590","Jameis Winston","NO","QB","2.5","2","1.3"
"592","Rico Dowdle","DAL","RB","2.4","10","0.2"
"593","Derek Carrier","LV","TE","2.4","11","0.2"
"593","James Proche II","BAL","WR","2.4","14","0.2"
"595","Keith Kirkwood","CAR","WR","2.3","1","2.3"
"595","Vyncint Smith","NYJ","WR","2.3","4","0.6"
"595","Dominique Dafney","GB","TE","2.3","2","1.2"
"595","Daniel Brown","NYJ","TE","2.3","12","0.2"
"599","Cody Hollister","TEN","WR","2.2","1","2.2"
"599","Josiah Deguara","GB","TE","2.2","2","1.1"
"599","Luke Willson","Multi","TE","2.2","6","0.4"
"599","Blake Jarwin","DAL","TE","2.2","1","2.2"
"603","Marcus Kemp","Multi","WR","2.1","6","0.4"
"603","Tyler Huntley","BAL","QB","2.1","1","2.1"
"605","Stephen Hauschka","JAC","K","2.0","1","2.0"
"605","Temarrick Hemingway","WAS","TE","2.0","4","0.5"
"607","Nathan Peterman","LV","QB","1.9","1","1.9"
"607","D.J. Foster","ARI","RB","1.9","7","0.3"
"609","Case Keenum","CLE","QB","1.8","2","0.9"
"610","Craig Reynolds","JAC","RB","1.7","1","1.7"
"611","Brandon Dillon","MIN","TE","1.6","1","1.6"
"611","Cullen Gillaspia","HOU","RB","1.6","7","0.2"
"611","Jeremy Sprinkle","WAS","TE","1.6","11","0.2"
"611","Trent Sherfield","ARI","WR","1.6","11","0.2"
"615","Rashaad Penny","SEA","RB","1.5","2","0.8"
"615","Trenton Irwin","CIN","WR","1.5","1","1.5"
"615","Dwayne Washington","NO","RB","1.5","10","0.2"
"615","Trevon Wesco","NYJ","TE","1.5","10","0.2"
"619","Jason Huntley","PHI","RB","1.4","4","0.4"
"620","Isaac Nauta","DET","TE","1.3","3","0.4"
"620","Logan Woodside","TEN","QB","1.3","5","0.3"
"622","Bruce Miller","JAC","TE","1.2","8","0.2"
"622","Marcus Baugh","WAS","TE","1.2","6","0.2"
"624","Geno Smith","SEA","QB","1.1","1","1.1"
"625","Matt Barkley","BUF","QB","1.0","3","0.3"
"625","Brandon Wright","JAC","K","1.0","1","1.0"
"625","Taylor Russolino","DEN","K","1.0","1","1.0"
"628","Senorise Perry","TEN","RB","0.9","5","0.2"
"629","Dexter Williams","GB","RB","0.8","3","0.3"
"630","Tyler Bray","CHI","QB","0.7","1","0.7"
"631","John Lovett","GB","QB","0.6","7","0.1"
"632","Tony Brooks-James","ATL","RB","0.4","1","0.4"
"633","JoJo Natson","CLE","WR","0.3","3","0.1"
"633","Chris Streveler","ARI","QB","0.3","3","0.1"
"633","Qadree Ollison","ATL","RB","0.3","2","0.2"
"636","AJ McCarron","HOU","QB","0.0","1","0.0"
"636","Marken Michel","CAR","WR","0.0","1","0.0"
"636","Brycen Hopkins","LAR","TE","0.0","1","0.0"
"636","Juwann Winfree","GB","WR","0.0","1","0.0"
"636","Chris Myarick","MIA","TE","0.0","1","0.0"
"636","Isaiah Coulter","HOU","WR","0.0","1","0.0"
"636","Seth DeValve","ARI","TE","0.0","2","0.0"
"636","Javon Leake","WAS","RB","0.0","1","0.0"
"636","Sewo Olonilua","DAL","RB","0.0","2","0.0"
"636","Joe Webb III","NYG","QB","0.0","1","0.0"
"636","Derrick Willies","CLE","WR","0.0","1","0.0"
"636","Stanley Morgan Jr.","CIN","WR","0.0","4","0.0"
"636","Trey Quinn","JAC","WR","0.0","1","0.0"
"636","Matt Sokol","LAC","TE","0.0","1","0.0"
"636","Jake Bargas","MIN","TE","0.0","1","0.0"
"636","Chris Rowland","ATL","WR","0.0","1","0.0"
"636","Jordan Matthews","SF","WR","0.0","1","0.0"
"636","Gehrig Dieter","KC","WR","0.0","1","0.0"
"636","Caleb Wilson","PHI","TE","0.0","1","0.0"
"636","Xavier Jones","LAR","RB","0.0","9","0.0"
"636","Mike White","NYJ","QB","0.0","1","0.0"
"636","Quinton Bell","TB","WR","0.0","5","0.0"
"636","Jonathan Ward","ARI","RB","0.0","9","0.0"
"636","Raymond Calais","LAR","RB","0.0","3","0.0"
"636","Kenjon Barner","TB","RB","0.0","6","0.0"
"636","Cyril Grayson Jr.","TB","WR","0.0","3","0.0"
"636","Farrod Green","IND","TE","0.0","1","0.0"
"636","Sean McKeon","DAL","TE","0.0","7","0.0"
"636","Noah Togiai","IND","TE","0.0","3","0.0"
"636","Andrew Beck","DEN","TE","0.0","6","0.0"
"636","Beau Brinkley","TEN","TE","0.0","5","0.0"
"636","Darius Bradwell","LAC","RB","0.0","2","0.0"
"636","Dan Chisena","MIN","WR","0.0","11","0.0"
"636","K.J. Osborn","MIN","WR","0.0","9","0.0"
"636","Malik Turner","DAL","WR","0.0","5","0.0"
"636","Tyler Davis","JAC","TE","0.0","4","0.0"
"636","Taiwan Jones","BUF","RB","0.0","11","0.0"
"636","Justin Hardee","NO","WR","0.0","9","0.0"
"636","Tajae Sharpe","MIN","WR","0.0","4","0.0"
"636","Derek Watt","PIT","RB","0.0","9","0.0"
"636","Matthew Slater","NE","WR","0.0","10","0.0"
"636","Devin Asiasi","NE","TE","0.0","7","0.0"
"636","Antony Auclair","TB","TE","0.0","2","0.0"
"636","J.P. Holtz","CHI","TE","0.0","14","0.0"
"636","Eric Tomlinson","Multi","TE","0.0","4","0.0"
"636","Kyle Nelson","SF","TE","0.0","3","0.0"
"636","Clark Harris","CIN","TE","0.0","10","0.0"
"636","Nathan Cottrell","JAC","RB","0.0","7","0.0"
"636","Terry Godwin","JAC","WR","0.0","1","0.0"
"636","Mason Schreck","CIN","TE","0.0","9","0.0"
"636","Johnny Holton","NYG","WR","0.0","1","0.0"
"636","Daniel Helm","SF","TE","0.0","2","0.0"
"636","Chris Moore","BAL","WR","0.0","2","0.0"
"636","Stephen Sullivan","SEA","TE","0.0","1","0.0"
"636","Brandin Bryant","BUF","RB","0.0","1","0.0"
"636","Alex Bachman","NYG","WR","0.0","1","0.0"
"636","Jeff Badet","WAS","WR","0.0","2","0.0"
"636","Duke Williams","BUF","WR","0.0","1","0.0"
"636","Easton Stick","LAC","QB","0.0","1","0.0"
"636","Hakeem Butler","PHI","WR","0.0","2","0.0"
"636","Deon Cain","PIT","WR","0.0","1","0.0"
"636","Taywan Taylor","CLE","WR","0.0","2","0.0"
"636","Rashod Berry","NE","TE","0.0","2","0.0"
"636","Ricky Seals-Jones","KC","TE","0.0","2","0.0"
"636","Reggie Begelton","GB","WR","0.0","1","0.0"
"636","Deante Burton","DAL","WR","0.0","3","0.0"
"636","Adrian Killins Jr.","PHI","RB","0.0","1","0.0"
"636","Garrett Griffin","NO","TE","0.0","2","0.0"
"636","Keelan Doss","LV","WR","0.0","1","0.0"
"636","Jason Moore Jr.","LAC","WR","0.0","1","0.0"
"636","Trey Edmunds","PIT","RB","0.0","3","0.0"
"636","Evan Baylis","ARI","TE","0.0","3","0.0"
"636","Kevin White","SF","WR","0.0","2","0.0"
"636","Jeremy Cox","DEN","RB","0.0","3","0.0"
"710","DeAndre Carter","Multi","WR","-0.2","12","-0.0"
"711","Mason Rudolph","PIT","QB","-0.4","3","-0.1"
"711","Matt Schaub","ATL","QB","-0.4","1","-0.4"
"713","Dede Westbrook","JAC","WR","-0.6","2","-0.3"
"714","Kendall Hinton","DEN","WR","-0.8","1","-0.8"
"715","Tim Boyle","GB","QB","-0.9","8","-0.1"
"716","Nsimba Webster","LAR","WR","-2.0","15","-0.1"
"716","Dwayne Harris","CHI","WR","-2.0","3","-0.7"
"718","Ty Long","LAC","K","-2.8","15","-0.2"
""
""
